order_id,city_tier,order_hour,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,traffic_level_score,weather_severity_score,customer_rating,order_value,discount_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag
bcca3575-541a-419b-bf6b-45fd335ce9ee,1,3,3,17.26,53,103,1,1.9,4.1,100,23.4,94.73,11,FALSE,TRUE,FALSE,FALSE,FALSE
90b3cf72-fdf8-4eee-b47d-a9548be8b763,3,11,12,25.77,8,92,6.5,8.3,4.6,100,16.77,92.66,4,FALSE,FALSE,TRUE,TRUE,FALSE
ac1b0a23-911e-49c1-ac0b-5064b16a553e,3,13,10,7.05,54,89,9.8,7.5,2.7,100,12.87,101.41,10,FALSE,FALSE,FALSE,TRUE,FALSE
6c417014-bf37-4503-8c92-487cb8bf0bb3,2,18,10,4.03,10,17,1,5,4.1,170.53,14.89,162.77,5,FALSE,FALSE,TRUE,TRUE,TRUE
65856768-7606-4164-b2af-a48e6ce7f191,3,8,9,3.87,34,57,3.8,5.9,3.1,126.59,27.6,125.9,4,FALSE,FALSE,TRUE,FALSE,FALSE
4cd27891-9c60-44b9-8864-7381b6d6abac,1,2,2,4.45,34,42,1,4.6,4,100,24.9,97.06,10,FALSE,FALSE,FALSE,FALSE,FALSE
5caa275d-4c0b-4f3c-b7cc-ef2ed0bc334d,3,12,2,21.42,30,93,1,6.7,4.4,107.63,26.04,103.2,11,FALSE,FALSE,FALSE,FALSE,FALSE
ded6a369-7cbb-4fa0-bcef-fb3c1ced9968,3,6,11,20.12,59,131,5.3,9.1,5,136.73,22.82,128.88,12,FALSE,FALSE,FALSE,FALSE,FALSE
93e15578-ad66-45a7-92dd-75e7b9b89aae,2,16,11,20.34,15,69,1,6,3.5,100,28.95,99.3,5,TRUE,FALSE,FALSE,FALSE,FALSE
dbc5a1f0-9a4f-4448-a4ea-8bc1d64400fc,3,10,7,21.98,58,118,8.4,2.9,3.7,100,20.31,108.97,7,FALSE,FALSE,TRUE,FALSE,FALSE
cb408259-c89e-4d9a-aedb-506caadc4e62,1,20,2,38.93,14,134,4.8,5,3.9,100,7.47,114.45,10,FALSE,FALSE,FALSE,FALSE,FALSE
a85998bf-42e4-4529-bc54-8396b95c4f6c,3,20,3,1.41,60,72,1,8.4,3.5,134.16,10.15,135.58,6,TRUE,FALSE,FALSE,FALSE,FALSE
b4cdbad5-b54c-4995-b43d-4705ae2f4a2b,3,14,11,3.19,36,75,9.5,9.5,4.5,109.12,20.37,107.06,7,FALSE,FALSE,FALSE,FALSE,FALSE
a555dda0-d1bc-4b14-8c0a-ca409d7e1ce0,3,17,6,5.02,31,48,3.3,4.9,4,100,27.25,96.89,6,FALSE,FALSE,FALSE,FALSE,FALSE
c3b0c040-0969-4c6c-864d-8efaf2cc5223,3,14,3,19.37,46,89,4.2,4.1,4.1,111.75,2.73,137.4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2d5405bc-3de2-4059-affc-44e87cc2baa3,3,6,2,20.63,42,106,9,6,4.3,100,22.44,86.98,12,FALSE,FALSE,FALSE,TRUE,FALSE
be8a31f1-48b3-4dc8-a2c0-951a0392b2fc,3,21,2,29.74,56,127,7.1,1.3,4,100,11.89,105.11,3,TRUE,FALSE,TRUE,FALSE,FALSE
8f1e4228-a24a-4229-91d5-5e8500e449a2,3,6,4,31.8,14,107,2.4,4.1,3.6,100,9.07,112.22,7,FALSE,FALSE,FALSE,FALSE,FALSE
91b0e20c-3186-4bec-a87c-9cc312ebffc7,1,11,6,37.46,29,134,4.7,3.8,4,144.76,29.58,129.82,6,FALSE,FALSE,FALSE,FALSE,TRUE
b7b36cca-4f51-45c1-9be8-992f949c6826,3,22,10,9.56,38,71,7.2,4.7,3.5,100,23.24,83.89,11,FALSE,FALSE,FALSE,TRUE,FALSE
1c41e8df-af77-4f6b-af65-3cad5a731f6e,3,23,2,27.87,45,128,5.8,9.4,4.1,100,8.43,118.96,6,FALSE,FALSE,TRUE,FALSE,FALSE
7dce4ac6-38d3-42fb-b38f-522adb2a96da,2,3,11,10.19,22,67,8,2.9,4.5,148.86,0.11,154.06,11,FALSE,FALSE,TRUE,FALSE,TRUE
6006ec9a-660a-4a6c-a802-70ef19d501a4,3,19,5,32.54,14,100,1.7,4.6,3.4,146.79,6.84,164.65,3,FALSE,FALSE,FALSE,FALSE,FALSE
c1354510-e1ce-47a6-91b9-5617aa83cad5,3,22,1,25.68,26,100,9.7,0.1,3.2,100,25.28,99.63,8,FALSE,FALSE,TRUE,FALSE,FALSE
65a812f0-f918-46aa-a7a5-29debaff62e0,1,8,6,19.6,24,99,4.2,4.1,4,100,7.07,98.03,6,TRUE,TRUE,TRUE,FALSE,TRUE
f541dd74-36d5-45b5-87a5-b8009fd5aaba,1,20,10,2.6,25,52,7,10,3.6,121.62,14.04,133.29,10,FALSE,FALSE,TRUE,FALSE,TRUE
b71d206e-073a-4ad1-9340-79fc83ce2963,3,13,4,34.49,39,146,4.5,9.4,4,160.53,8.04,171.61,8,TRUE,FALSE,FALSE,FALSE,TRUE
0e52e687-67d3-451b-a9f0-3af19516eb93,2,23,9,16.52,27,86,5.8,5.4,4.2,204.55,29.98,198.1,4,FALSE,FALSE,FALSE,TRUE,TRUE
3f703235-7a69-4b29-b082-9d8d20484e30,2,12,12,11.16,36,68,7.4,5.6,2.8,131.39,14.83,142.33,2,FALSE,FALSE,FALSE,FALSE,FALSE
3099826c-ab38-4387-8d90-7873c9bd8452,3,21,6,24,55,103,1.6,0.5,4.4,100,21.22,96.52,6,FALSE,FALSE,TRUE,FALSE,FALSE
627f1516-7ce7-4e70-879f-ca538c612996,3,17,11,33.88,48,141,5.2,0.4,3.4,100,7.5,96.37,8,TRUE,FALSE,FALSE,FALSE,FALSE
18d3f4d5-8339-46f9-ae40-c28a3f335880,2,19,12,39.76,51,149,4.2,1.1,4,100,15.85,113.19,7,FALSE,FALSE,TRUE,TRUE,FALSE
139940ab-9a5b-439e-8bfd-0bd6b9cd0a7d,2,21,5,29.05,22,108,8.9,7.9,3.6,100,8.5,120.4,9,FALSE,FALSE,TRUE,TRUE,FALSE
5486ba33-bfbd-4363-b601-4d13c2228507,3,17,8,2.7,32,57,3.6,9.5,3.7,100,28.91,81.04,12,FALSE,FALSE,TRUE,TRUE,FALSE
b71c0fe1-ee13-4a92-9b63-c1f6b7b145fa,2,4,2,25.94,32,105,5.7,5.5,4.9,100,4.48,113.2,6,FALSE,FALSE,TRUE,FALSE,FALSE
11272151-eafb-4c81-827e-b5bfc4b607cf,2,6,9,26.97,17,99,2.2,7.1,4.2,100,11.65,104.63,2,FALSE,FALSE,TRUE,TRUE,FALSE
b38cc84b-0003-46bf-9627-e9b346029f7a,2,7,8,34.25,9,140,9,4.9,4.5,100,24.04,107,5,FALSE,TRUE,FALSE,TRUE,FALSE
8585445d-b526-4a41-b394-9ddd4c5965da,1,2,3,30.69,41,136,7.2,5.8,4.1,100,1.85,105.97,3,FALSE,FALSE,FALSE,TRUE,FALSE
42d5bf4a-20bc-483b-8a11-2fd547e2af16,1,9,9,35.34,57,154,3,6.1,4.3,140.66,0.17,158.6,2,FALSE,FALSE,FALSE,FALSE,FALSE
a1784f85-fdca-475f-a179-c20b33f58608,2,5,3,13.96,45,99,7.9,9.4,4.2,100,23,89.26,11,FALSE,FALSE,TRUE,FALSE,FALSE
55a06507-9777-42d2-9b4d-ff5cac0d0515,2,21,1,39.84,26,132,6.1,5.9,4.1,126.96,3.69,140.98,8,FALSE,FALSE,FALSE,FALSE,FALSE
fe093308-b53e-4119-8e94-9d161aedd61c,3,13,2,7.68,34,68,6,1.2,4.6,100,13.36,103.82,9,FALSE,FALSE,FALSE,FALSE,FALSE
dd4e2d06-20ac-4076-89d7-7e05f6eebc20,3,15,1,13.32,42,74,1.7,5.5,4.1,100,24.02,89.25,11,FALSE,FALSE,FALSE,FALSE,TRUE
13658ee1-d9b1-4d21-8788-0351316529fa,1,16,10,9.07,54,84,9.7,0.6,5,100,25.49,101.61,8,FALSE,FALSE,FALSE,TRUE,TRUE
75efaf50-bff3-4b87-ae5d-9a1d6badc2f1,1,22,2,39.31,34,156,5,4.4,4.5,100,1.49,110.33,4,FALSE,TRUE,FALSE,FALSE,FALSE
fb22a7c4-6db4-4390-b161-2ba42cca4a36,2,15,1,29.11,5,89,3.7,5.2,3.4,100,13.05,102.74,2,FALSE,FALSE,FALSE,FALSE,FALSE
92f2173b-c11a-4a51-8cae-f9016ebad0fe,1,5,5,18.55,31,103,8.2,3.8,3.9,170.87,29.79,169.42,3,TRUE,FALSE,TRUE,TRUE,TRUE
56d88391-e33a-4def-9a51-9b8d4f2f471a,1,19,11,18.02,57,113,6.3,4.6,4.2,145.33,29.89,143.42,2,FALSE,FALSE,FALSE,FALSE,FALSE
3e5779aa-0d46-4fec-ae88-dc8e3e5fc65e,1,1,8,22.86,12,93,8.3,9.2,4,100,12.65,110.41,5,FALSE,FALSE,FALSE,FALSE,FALSE
0d9b2e11-7ea7-48c5-97d2-14d5248e658e,3,3,8,0.28,39,45,1,5.2,4.4,100,13.1,119.94,11,FALSE,FALSE,FALSE,FALSE,FALSE
37d0d3db-5dad-48de-8052-7ab8a4e7eaf7,3,11,5,39.04,26,128,2.9,6.7,4.4,136.25,19.91,137.81,2,FALSE,FALSE,FALSE,TRUE,FALSE
3dbc93c4-b5a4-484c-95a8-3c3ebb5f8f8d,1,7,9,30.49,41,135,5.8,4.7,3.3,100,10.82,95.8,11,FALSE,FALSE,TRUE,TRUE,FALSE
2f28f117-bab6-4df0-a22e-b73a5f98483b,1,12,3,35.69,26,132,1.7,6,4.7,134.41,25.24,133.89,7,TRUE,FALSE,FALSE,FALSE,TRUE
9673d0f8-2359-409c-a906-97faf68d1e92,3,21,3,23.78,35,108,9.4,1.3,3.7,118.2,17.43,132.36,3,FALSE,FALSE,FALSE,FALSE,FALSE
e5ef327e-0429-4355-9675-045c3e97f201,2,3,6,22.46,59,148,9.6,9.8,3.7,100,5.86,110,7,FALSE,TRUE,TRUE,FALSE,TRUE
96bf3820-b8ee-486a-9d99-d53b63a8e33b,2,11,1,23.25,46,115,7.1,3.3,3.7,100,9.55,112.5,2,FALSE,FALSE,FALSE,FALSE,FALSE
7daa7080-7303-45c7-af9b-a87efb446bf5,2,7,11,37.59,19,134,2.3,8.7,4.4,100,6.08,116.85,9,TRUE,FALSE,FALSE,TRUE,FALSE
562ef695-857f-4277-8348-187a00413f66,1,4,7,28.29,27,146,8.1,8.7,3.9,100,25.13,98.49,1,FALSE,TRUE,TRUE,FALSE,FALSE
93aa7081-a44e-4303-ba32-65312c688d0d,3,16,11,25.53,46,139,6.1,3.8,3.6,100,18.57,107.82,11,FALSE,TRUE,TRUE,FALSE,FALSE
f74e232e-6852-4e03-b306-752af5bea3c3,3,17,1,10.36,49,76,4.7,1.9,3.8,100,6.53,118.14,9,FALSE,FALSE,FALSE,FALSE,FALSE
7af3905a-7585-4162-9881-a2129b54c94a,1,20,5,5.27,7,33,3.8,2.9,3,116.81,12.12,140.24,7,TRUE,FALSE,TRUE,TRUE,TRUE
1dbc12de-09ef-4ea4-8e05-d2737aa35dfc,2,13,8,11.65,56,77,4.3,1.7,3.5,100,21.07,99.17,4,TRUE,FALSE,TRUE,FALSE,FALSE
048a8adc-b685-45ef-a09e-8ffada029df5,1,5,5,15.93,44,99,4.1,6.6,3.3,100,22.13,108.56,3,FALSE,FALSE,TRUE,FALSE,TRUE
cdb8c510-1ba9-4439-b8b6-2aec5f22d962,2,0,10,38.03,35,148,6.6,5.9,3.9,130.95,0.87,154.83,5,TRUE,FALSE,FALSE,FALSE,FALSE
e3519bb1-319f-413c-9ea3-d4c087d129c1,3,21,4,31.59,42,115,1,4.2,4.4,100,6.71,102.95,9,FALSE,FALSE,TRUE,FALSE,FALSE
e75b95ed-c72f-4809-8974-87378d59ca47,3,0,11,27.68,26,107,2,2.7,4.3,100,15.04,106.17,11,FALSE,FALSE,TRUE,FALSE,FALSE
90d6b0b8-dfcb-4c51-8b91-755304ff9a5a,3,22,5,16.56,23,87,9.3,6.9,4.7,136.46,22.08,135.63,12,FALSE,FALSE,TRUE,FALSE,TRUE
7d20ef8f-1c2b-4493-976e-296c9c3ff298,1,16,9,29.32,15,93,5.2,0.8,4.6,102.96,22.43,87.32,2,FALSE,FALSE,FALSE,FALSE,FALSE
0869167d-ce84-48c2-a356-b87069c78ff3,1,8,10,23.18,25,108,8.3,6.8,3.7,100,10.64,127.01,5,FALSE,FALSE,FALSE,FALSE,FALSE
e4003e70-c792-461a-b4a2-a63b70c709d5,3,10,1,24.95,14,94,5.1,9.3,4,100,12.35,105.5,10,FALSE,FALSE,TRUE,FALSE,FALSE
69b87cc4-0a95-4a9c-9f64-3c8d1ba2cd9f,3,7,11,3.1,17,44,9.4,2.4,4,100,17.06,112.8,11,TRUE,FALSE,FALSE,FALSE,FALSE
2c183901-d7a6-493d-9a95-4e61880233fa,3,11,2,23.45,55,141,6.5,7.7,2.8,100,0.46,128.71,7,TRUE,TRUE,FALSE,FALSE,FALSE
d8c4e1ae-0eb8-4639-9c7c-a941d08f4f4e,1,5,4,18.06,28,81,6.1,4.2,3.3,100,28.5,86.87,10,FALSE,FALSE,TRUE,FALSE,TRUE
18fc3a84-8ca0-4183-bfc5-e274a1b5f249,3,10,9,10.06,40,84,9.1,2.5,3.9,100,0.83,117.54,12,FALSE,FALSE,FALSE,TRUE,TRUE
755a60bf-c7e1-470d-8eaf-74a7f1729012,1,1,10,26.59,54,119,1.1,8,3.9,100,7.19,108.27,5,TRUE,FALSE,TRUE,TRUE,TRUE
0279dae0-af11-4a4a-ad5e-31b585882a01,3,1,7,28.78,22,107,6.1,9.1,4.3,100,6.78,127.86,12,FALSE,FALSE,TRUE,FALSE,FALSE
fadb554b-c09d-4fab-bc84-7b453b236305,3,12,3,3.22,59,84,8.5,8.6,4.3,100,9.68,109.08,3,FALSE,FALSE,FALSE,FALSE,TRUE
05fa7b20-3629-4fdd-9eb7-0404e9f71bf1,1,21,6,3.91,57,100,7.3,6,3,107.81,13.36,111.88,1,FALSE,TRUE,FALSE,FALSE,FALSE
5ad93051-0b0d-4805-9a93-c2a2086604e1,3,15,3,17.32,32,79,1.6,0.8,4.3,100,18.9,97.36,6,FALSE,FALSE,TRUE,FALSE,FALSE
ef69b659-0427-45a8-a529-42ca4a24e1cd,3,17,12,6.84,10,37,3.8,0.5,4.1,100,16.27,96.27,9,FALSE,FALSE,TRUE,FALSE,TRUE
d7ddeb92-1159-4183-8e87-264092843f06,3,2,8,31.57,36,121,4.2,5.7,4.3,100,2.2,119.43,6,FALSE,FALSE,FALSE,FALSE,FALSE
62c64a8e-71ab-4e58-9f8d-fb315711c427,2,4,10,31.28,5,106,9.4,5.6,4.6,100,2.93,110.46,5,FALSE,FALSE,TRUE,FALSE,FALSE
3be2b7ae-3183-4fa5-80c6-1fae46d99bc9,3,1,5,29.81,60,116,2.5,0.2,3.9,100,14.4,107.21,10,FALSE,FALSE,TRUE,TRUE,FALSE
b68597a2-83d1-49e9-982a-234b6a0f3b23,1,4,11,7.3,19,68,5.7,5.8,4.7,150.61,28.97,141.56,11,FALSE,TRUE,TRUE,TRUE,FALSE
4229974d-9425-4140-bc1f-8108f2ee0ecd,1,8,6,0.42,59,57,1,3.2,3.5,114.71,11.49,112.36,4,FALSE,FALSE,FALSE,FALSE,FALSE
c5099738-6efa-4198-a258-c4fec08b10c5,3,19,7,2.69,14,37,6,4.2,3.5,100,2.74,126.22,10,TRUE,FALSE,TRUE,FALSE,FALSE
621e16e8-be84-4b7e-b710-22d405a2aaee,3,7,4,10.76,11,43,1,1.9,4.2,126.73,17.37,141.31,8,FALSE,FALSE,TRUE,FALSE,TRUE
8399de3e-4d45-4379-97f5-39d0f5c68641,2,18,10,8.7,40,99,10,5.4,3.8,100,2.47,129.94,1,FALSE,TRUE,TRUE,FALSE,FALSE
0ec03651-af31-421d-8db4-f081becd2913,3,9,10,34.54,8,108,2.2,5.8,4.1,100,27.89,89.95,11,FALSE,FALSE,FALSE,FALSE,TRUE
df5fcacd-ce63-47c9-8677-333a034a218f,3,4,3,5.64,37,64,7,5.4,5,100,14.95,108.96,8,FALSE,FALSE,FALSE,FALSE,FALSE
c941e12c-6907-4dc5-9eea-81cb64758556,3,21,12,39.59,8,147,6.9,9.3,4.2,140.25,1.12,144.18,12,FALSE,TRUE,FALSE,FALSE,FALSE
64f10254-ce5b-48f2-aee3-52871784a899,2,4,7,36.27,30,136,6.1,6.6,4.1,128.44,23.86,122.14,8,FALSE,FALSE,TRUE,FALSE,FALSE
05a527ef-e3ec-4fd2-96cb-ed04534e1663,1,1,7,37.33,27,114,1,7.7,3.5,110.93,26.69,98.94,3,FALSE,FALSE,FALSE,FALSE,FALSE
505eb781-8efc-42be-ba64-4888f5b70bf2,3,13,1,18.61,9,45,1,1.1,3.1,123.69,7.85,138.9,10,FALSE,FALSE,FALSE,FALSE,FALSE
1540bbb2-3826-4bda-a423-318d9c523c34,2,0,11,38.77,40,143,3.1,6.9,4,100,11.21,106.82,3,FALSE,FALSE,TRUE,FALSE,FALSE
8c5cd0ec-504c-4017-ad50-35e8721dd753,3,23,1,8.8,20,51,1.7,4.8,4.6,100,4.59,132.14,4,FALSE,FALSE,FALSE,TRUE,FALSE
36d27d5e-4ae7-496d-83dd-5b65dee23532,1,16,8,26.57,43,123,1,9.1,3.8,119.86,16.54,124.84,2,FALSE,FALSE,FALSE,FALSE,FALSE
645d3bf0-12c1-4543-9275-db7df5869902,3,17,10,28.11,8,102,9.6,8.9,4.2,100,17.31,83.52,12,FALSE,FALSE,FALSE,FALSE,FALSE
53abafe2-94f6-47b7-8073-8b9f68e4e997,3,11,12,37.81,26,143,7.7,9.5,4.8,100,11.16,98.6,1,FALSE,FALSE,FALSE,FALSE,FALSE
cca229d5-62ee-47d1-aa5f-9825e68781f7,1,13,8,35.34,23,117,5.2,3.7,4.8,138.88,13.04,143.72,1,FALSE,FALSE,TRUE,TRUE,FALSE
74390a4f-4068-4903-8002-599690084260,2,17,1,30.26,44,132,5,1.7,4.2,144.85,13.08,167.23,12,FALSE,FALSE,FALSE,FALSE,TRUE
ad4717c6-95e6-4108-bbca-7116a1e4047a,3,7,6,1.02,54,66,3.3,2.3,4.1,100,9.83,111.34,10,FALSE,FALSE,FALSE,FALSE,TRUE
72d5aa6b-79ce-4852-b919-485d810ec3f7,3,15,8,14.03,26,98,8.6,5.7,3.2,100,29.48,90.25,4,FALSE,TRUE,FALSE,FALSE,FALSE
368d7402-868c-4318-963a-d7dc6d6698a6,1,18,5,32.77,58,148,1,9.7,3.7,131.49,9.97,152.85,8,TRUE,FALSE,TRUE,FALSE,FALSE
1798cce9-ae69-40da-8746-fe597b00bd1d,3,2,4,27.7,10,99,2.6,1.2,3.8,100,29.56,101.55,10,FALSE,TRUE,TRUE,TRUE,FALSE
bf559784-e717-419c-927f-e9b575ebe3f5,2,22,9,5.53,12,41,6.1,7.4,3.5,115.16,28.51,117.05,2,FALSE,FALSE,FALSE,FALSE,FALSE
7d3c4f3c-149d-4b28-94df-46b26a422a20,3,17,8,27.7,46,137,8.8,7.6,4.1,100,12.8,98.34,4,FALSE,FALSE,FALSE,FALSE,FALSE
f25c61a7-eddf-4c18-87d3-6dfc20867371,2,0,4,9.77,33,56,6.2,0.4,5,149.88,5.7,171,3,FALSE,FALSE,FALSE,FALSE,FALSE
31c85b6c-c793-4d0b-8bd4-76ddb063af30,1,1,8,9.34,8,55,5.8,5.5,4.8,146.62,15.42,160.55,10,FALSE,FALSE,FALSE,FALSE,FALSE
03790e40-88c6-47be-860b-29557a476dac,3,7,9,34.21,60,152,4.5,5.1,4.1,100,28.94,80.23,11,TRUE,FALSE,TRUE,FALSE,FALSE
849e256c-0bcc-4a98-aa5d-63ff85528e3d,1,14,12,36.94,25,106,4.2,3.5,4.4,174.64,18.14,180.04,11,FALSE,FALSE,TRUE,TRUE,FALSE
b26e05ba-b2d4-46e3-b543-b99932c22f70,1,23,11,39.12,22,147,4.5,9.1,3.6,116.8,9.98,139.7,1,TRUE,FALSE,FALSE,FALSE,TRUE
a955be9a-28b3-47d5-a2c0-4f63a60b420d,3,8,8,3.19,24,47,5.9,0.5,4.8,132.89,7.5,138.54,8,FALSE,FALSE,TRUE,FALSE,TRUE
fac1ebf8-f2f9-47ad-9879-18dc0a29cd1a,1,9,12,28.89,45,133,7.5,9.1,3.1,119.07,27.21,114.91,1,FALSE,FALSE,FALSE,FALSE,FALSE
4cfd2554-128c-4bd2-b02b-65a92dc356c6,2,15,1,22.81,59,130,8.6,4.6,4.5,100,19.17,100.95,2,FALSE,FALSE,TRUE,FALSE,FALSE
d7fb0dfc-82d5-4bf0-811b-9e737de828db,3,14,7,25.78,17,72,1,2.7,4.3,100,6.38,123.77,5,FALSE,FALSE,TRUE,FALSE,FALSE
5282a52f-4ae3-48d4-8f46-d116a8439e1f,2,0,2,27.11,22,98,7.3,2.9,3.6,119.62,14.52,115.23,8,FALSE,FALSE,FALSE,TRUE,FALSE
2e67210f-5bc8-40a6-83a9-cb4e62415fdf,2,2,11,9.6,46,98,9.1,3.7,3.9,100,23.17,93.31,3,FALSE,TRUE,FALSE,FALSE,FALSE
61c10cc4-118b-4e73-924a-bb993912c8eb,1,18,7,8.95,41,76,8.3,8.9,3.4,100,9.94,108.43,11,FALSE,FALSE,TRUE,FALSE,FALSE
8ad8575e-95b1-40e3-91cb-d85838b206bd,3,9,8,1.95,13,25,1.7,4,3.4,100,13,113.6,6,FALSE,FALSE,FALSE,FALSE,FALSE
06e307dd-0d7f-43cf-98a6-7c0106ad0468,3,9,12,2.79,44,39,2.7,1.5,3.1,106.51,22.54,108,4,FALSE,FALSE,FALSE,FALSE,FALSE
fbd7ebd5-5042-4e74-b7b8-cf8c08e585c2,3,17,6,26.56,60,140,4.1,9.6,4.4,138.04,18.11,135.4,9,FALSE,FALSE,TRUE,FALSE,FALSE
129e5786-1b05-4a17-b24c-4f75214283ea,2,0,9,34.26,25,130,6.6,4.4,4.7,145.03,18.54,149.18,7,FALSE,FALSE,FALSE,FALSE,FALSE
49cb12a0-98be-451b-920b-c8bb2f6e3e4f,3,1,10,0.26,48,74,9.7,6.6,2.8,121.82,4.35,149.57,9,FALSE,FALSE,FALSE,FALSE,TRUE
b8821ab9-3bd7-4bc3-9fe7-5979ca5f6763,1,8,4,13.12,33,80,3.2,7.2,4,171.06,16.42,188.29,8,FALSE,FALSE,FALSE,FALSE,TRUE
513e5aa7-c379-4000-ad08-c7517340d284,2,20,5,22.82,38,109,4.2,1.7,4,100,1.55,124.51,6,TRUE,TRUE,FALSE,FALSE,FALSE
84235b00-5435-4604-ad0c-e07e20a7aebc,1,10,4,30.66,23,98,1.7,2.1,4.2,100,26.17,103.34,6,FALSE,FALSE,FALSE,TRUE,TRUE
